2021-06-07 22:46:18,240 : Flow Logger HTML_M : Starting HTML Conversion To Json | H | CAP |  es | HTML | gonal-f_clean.htm
2021-06-07 22:46:48,369 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24010' | prevHeadingCurrId :- '24009' | prevHeadingFoundId :- '24009'
2021-06-07 22:46:51,411 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.2 Posología y forma de administración' | Qrd txt :- '4.2 Posología y forma de administración' | Matched :- 'True'
2021-06-07 22:46:51,435 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24011' | prevHeadingCurrId :- '24010' | prevHeadingFoundId :- '24010'
2021-06-07 22:46:51,987 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Posología' | Qrd txt :- 'Posología' | Matched :- 'True'
2021-06-07 22:46:52,018 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24012' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,217 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-07 22:47:04,233 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,251 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,339 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-07 22:47:04,357 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,379 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,400 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-07 22:47:04,422 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,444 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,497 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-07 22:47:04,515 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,546 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,579 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-07 22:47:04,595 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,612 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,673 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-07 22:47:04,691 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:04,711 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:05,724 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Forma de administración' | Qrd txt :- 'Forma de administración' | Matched :- 'True'
2021-06-07 22:47:05,739 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:05,753 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24014' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:10,189 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.3 Contraindicaciones' | Qrd txt :- '4.3 Contraindicaciones' | Matched :- 'True'
2021-06-07 22:47:10,201 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:10,208 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24016' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-07 22:47:15,489 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.4 Advertencias y precauciones especiales de empleo' | Qrd txt :- '4.4 Advertencias y precauciones especiales de empleo' | Matched :- 'True'
2021-06-07 22:47:15,501 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24017' | prevHeadingCurrId :- '24016' | prevHeadingFoundId :- '24016'
2021-06-07 22:47:15,618 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Trazabilidad' | Qrd txt :- 'Trazabilidad' | Matched :- 'True'
2021-06-07 22:47:15,634 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24018' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-06-07 22:47:29,242 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.5 Interacción con otros medicamentos y otras formas de interacción' | Qrd txt :- '4.5 Interacción con otros medicamentos y otras formas de interacción' | Matched :- 'True'
2021-06-07 22:47:29,258 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24020' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-06-07 22:47:29,268 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24020' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-06-07 22:47:29,561 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.6 Fertilidad, embarazo y lactancia' | Qrd txt :- '4.6 Fertilidad, embarazo y lactancia' | Matched :- 'True'
2021-06-07 22:47:29,575 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24022' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24020'
2021-06-07 22:47:29,583 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24022' | prevHeadingCurrId :- '24020' | prevHeadingFoundId :- '24020'
2021-06-07 22:47:29,699 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Embarazo' | Qrd txt :- 'Embarazo' | Matched :- 'True'
2021-06-07 22:47:29,714 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24023' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-06-07 22:47:31,058 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Lactancia' | Qrd txt :- 'Lactancia' | Matched :- 'True'
2021-06-07 22:47:31,073 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24024' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24022'
2021-06-07 22:47:31,087 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24024' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-06-07 22:47:31,937 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Fertilidad' | Qrd txt :- 'Fertilidad' | Matched :- 'True'
2021-06-07 22:47:31,950 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24025' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24022'
2021-06-07 22:47:31,966 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24025' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-06-07 22:47:32,898 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.7 Efectos sobre la capacidad para conducir y utilizar máquinas' | Qrd txt :- '4.7 Efectos sobre la capacidad para conducir y utilizar máquinas' | Matched :- 'True'
2021-06-07 22:47:32,912 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24026' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24022'
2021-06-07 22:47:32,919 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24026' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-06-07 22:47:33,635 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.8 Reacciones adversas' | Qrd txt :- '4.8 Reacciones adversas' | Matched :- 'True'
2021-06-07 22:47:33,647 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24027' | prevHeadingCurrId :- '24026' | prevHeadingFoundId :- '24026'
2021-06-07 22:47:53,464 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Notificación de sospechas de reacciones adversas' | Qrd txt :- 'Notificación de sospechas de reacciones adversas' | Matched :- 'True'
2021-06-07 22:47:53,477 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24029' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24027'
2021-06-07 22:47:53,491 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24029' | prevHeadingCurrId :- '24027' | prevHeadingFoundId :- '24027'
2021-06-07 22:47:53,992 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.9 Sobredosis' | Qrd txt :- '4.9 Sobredosis' | Matched :- 'True'
2021-06-07 22:47:54,004 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24030' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24027'
2021-06-07 22:47:54,012 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24030' | prevHeadingCurrId :- '24027' | prevHeadingFoundId :- '24027'
2021-06-07 22:47:54,555 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '5. PROPIEDADES FARMACOLÓGICAS' | Qrd txt :- '5. PROPIEDADES FARMACOLÓGICAS' | Matched :- 'True'
2021-06-07 22:47:54,566 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24032' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24030'
2021-06-07 22:47:54,574 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24032' | prevHeadingCurrId :- '24030' | prevHeadingFoundId :- '24030'
2021-06-07 22:47:54,873 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '5.1 Propiedades farmacodinámicas' | Qrd txt :- '5.1 Propiedades farmacodinámicas' | Matched :- 'True'
2021-06-07 22:47:54,884 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24033' | prevHeadingCurrId :- '24032' | prevHeadingFoundId :- '24032'
2021-06-07 22:47:56,239 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Failed In Lowercase : <=4|28.21|(84, 100, 95)|0.965| | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Eficacia clínica y seguridad en mujeres' | Qrd txt :- 'Eficacia clínica y seguridad' | Matched :- 'False'
2021-06-07 22:47:58,172 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Failed In Lowercase : <=4|28.21|(84, 100, 95)|0.965| | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Eficacia clínica y seguridad en varones' | Qrd txt :- 'Eficacia clínica y seguridad' | Matched :- 'False'
2021-06-07 22:47:59,436 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '5.2 Propiedades farmacocinéticas' | Qrd txt :- '5.2 Propiedades farmacocinéticas' | Matched :- 'True'
2021-06-07 22:47:59,453 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24038' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24033'
2021-06-07 22:47:59,465 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24038' | prevHeadingCurrId :- '24033' | prevHeadingFoundId :- '24033'
2021-06-07 22:48:00,623 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '5.3 Datos preclínicos sobre seguridad' | Qrd txt :- '5.3 Datos preclínicos sobre seguridad' | Matched :- 'True'
2021-06-07 22:48:00,641 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24045' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24038'
2021-06-07 22:48:00,653 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24045' | prevHeadingCurrId :- '24038' | prevHeadingFoundId :- '24038'
2021-06-07 22:48:01,974 : Heading Extraction gonal-f_clean_SmPC.json_F : Match Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | Doc txt :- '6. DATOS FARMACÉUTICOS' | Qrd txt :- '6. DATOS FARMACÉUTICOS' | Matched :- 'True'
2021-06-07 22:48:01,987 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Flow Is Broken | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24047' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24045'
2021-06-07 22:48:01,995 : Heading Extraction gonal-f_clean_SmPC.json_F : Validation Passed | H | CAP |  es | 0 | gonal-f_clean_SmPC.json | currHeadId :- '24047' | prevHeadingCurrId :- '24045' | prevHeadingFoundId :- '24045'
